0.00	3.49	3.94	4.23	3.66	3.69	4.77	5.12	5.80	6.17	6.05	4.67	5.47	4.27	3.93	4.06	2.04	1.39	1.41	2.60	1.94	2.49	2.38	3.74	2.37	3.08	1.59	6.10	2.32	2.86	3.82
4.70	0.00	3.04	2.23	2.09	1.74	3.30	3.17	5.23	4.99	4.57	3.19	3.98	2.84	1.93	2.12	3.32	4.18	4.20	2.98	4.73	4.21	5.09	3.66	4.08	4.42	4.38	4.15	4.14	4.08	1.80
3.16	0.91	0.00	2.98	1.19	1.40	2.40	2.65	4.33	4.09	3.67	2.29	3.01	1.81	2.68	2.24	1.78	2.64	2.66	1.55	3.19	2.79	3.63	2.76	3.18	3.52	2.84	3.82	3.24	3.12	2.72
4.25	1.44	2.34	0.00	1.39	1.03	2.59	2.46	4.52	4.29	3.87	2.48	3.27	2.13	0.79	1.58	2.87	3.72	3.74	2.55	4.03	3.50	4.38	2.96	3.37	3.72	3.93	3.62	3.44	3.37	1.22
4.19	2.60	1.69	4.54	0.00	2.12	1.20	3.45	3.13	2.90	2.48	1.10	2.93	1.82	4.24	3.04	3.33	3.67	3.69	3.04	2.74	2.48	2.99	1.57	1.98	2.33	3.21	4.62	2.05	1.98	4.41
4.31	2.08	1.30	3.76	0.35	0.00	1.56	2.72	3.48	3.25	2.83	1.45	2.29	1.09	3.46	2.31	3.06	3.78	3.80	2.76	2.99	2.47	3.35	1.92	2.34	2.68	3.47	3.89	2.40	2.33	3.88
4.50	2.91	2.00	4.98	2.04	2.75	0.00	4.08	2.77	3.14	3.23	1.73	3.55	2.46	4.68	3.67	3.64	3.98	4.00	3.35	3.05	2.79	3.31	1.88	2.29	2.64	3.52	5.25	2.36	2.29	4.72
5.92	3.09	3.03	4.83	2.19	2.75	2.03	0.00	2.51	2.27	1.86	1.88	0.80	2.55	4.53	2.69	4.54	5.39	5.42	4.19	4.62	4.19	4.88	3.45	3.87	4.21	5.09	3.54	3.93	3.86	4.89
6.73	3.90	4.01	5.64	3.17	3.56	3.02	2.52	0.00	0.37	1.59	2.86	1.78	3.58	5.34	3.50	5.34	6.20	6.22	5.00	5.45	5.17	5.70	4.28	4.69	5.04	5.92	3.56	4.76	4.69	5.70
6.36	3.53	3.64	5.26	2.80	3.18	2.64	2.15	1.81	0.00	1.22	2.49	1.41	3.21	4.96	3.13	4.97	5.83	5.85	4.63	5.08	4.80	5.33	3.91	4.32	4.66	5.55	3.18	4.39	4.32	5.33
6.78	3.95	4.06	5.69	3.22	3.60	3.06	2.56	2.23	0.42	0.00	2.91	1.83	3.63	5.39	3.55	5.39	6.25	6.27	5.05	5.50	5.22	5.75	4.33	4.74	5.08	5.97	3.60	4.81	4.74	5.75
4.15	2.04	1.15	3.61	0.31	2.09	1.51	3.34	3.44	3.21	2.79	0.00	3.24	2.13	3.31	2.93	2.90	3.62	3.64	2.61	2.84	2.31	3.30	1.88	2.29	2.64	3.31	4.51	2.36	2.29	3.85
5.23	2.69	2.22	4.43	1.38	2.23	1.23	2.34	3.34	3.06	2.63	1.08	0.00	1.94	4.13	2.14	3.94	4.70	4.72	3.68	3.91	3.39	4.38	2.96	3.37	3.71	4.39	3.80	3.44	3.37	4.50
3.38	1.25	1.59	2.82	0.64	0.29	1.85	2.55	3.77	3.54	3.12	1.74	2.58	0.00	2.52	2.14	2.00	2.86	2.88	1.77	3.28	2.76	3.64	2.21	2.63	2.97	3.06	3.72	2.69	2.62	3.06
4.55	1.74	2.64	0.30	1.69	1.34	2.89	2.76	4.82	4.59	4.17	2.78	3.57	2.43	0.00	1.88	3.17	4.02	4.04	2.85	4.33	3.80	4.68	3.26	3.67	4.01	4.23	3.92	3.74	3.67	1.52
5.21	2.38	3.34	2.93	2.39	2.04	3.21	1.73	4.08	3.92	3.49	3.17	2.53	2.52	2.63	0.00	3.83	4.69	4.71	3.49	5.03	4.50	5.39	3.96	4.38	4.72	4.89	2.04	4.44	4.37	3.05
1.38	2.97	3.42	3.86	3.12	3.32	4.24	4.70	5.27	5.64	5.52	4.14	4.94	3.74	3.56	3.69	0.00	0.86	0.88	2.07	1.41	1.96	1.85	3.21	1.84	2.55	1.06	5.73	1.79	2.33	3.46
1.22	2.87	3.31	4.66	3.02	3.35	4.14	4.60	5.17	5.54	5.42	4.04	4.84	3.64	4.36	4.19	2.38	0.00	0.78	1.97	1.31	1.86	0.99	3.11	1.74	2.45	0.20	5.77	1.69	2.23	4.25
1.74	2.09	2.78	4.09	2.25	2.57	3.45	3.82	5.17	5.15	4.73	3.34	4.06	2.86	3.79	3.41	1.60	1.22	0.00	1.19	1.76	1.36	2.21	2.57	2.20	2.46	1.42	4.99	2.14	1.70	3.69
3.15	0.90	2.01	2.96	1.06	1.38	2.26	2.63	4.19	3.96	3.54	2.16	2.87	1.67	2.66	2.22	1.76	2.62	2.64	0.00	3.17	2.77	3.61	2.63	3.04	3.39	2.83	3.80	3.11	3.04	2.70
1.57	3.22	3.26	5.01	3.38	3.70	4.08	4.95	5.21	5.58	5.36	3.98	5.19	3.99	4.71	4.54	2.73	1.11	1.13	2.32	0.00	1.80	0.65	3.05	1.40	2.49	0.47	6.12	1.75	2.17	4.61
2.10	3.37	2.65	5.26	3.53	3.86	3.48	5.11	4.50	4.88	4.75	3.37	5.21	4.10	4.96	4.70	2.89	1.64	1.66	2.48	0.53	0.00	1.18	2.45	1.08	1.79	1.00	6.28	1.02	1.57	4.86
2.07	3.33	2.60	5.21	3.48	3.81	3.43	5.06	4.58	4.95	4.71	3.33	5.16	4.05	4.91	4.65	2.84	1.61	1.63	2.43	0.50	1.15	0.00	2.40	0.74	1.87	0.97	6.23	1.10	1.52	4.81
4.10	2.52	1.60	4.58	2.72	3.00	2.51	4.25	3.04	3.42	3.51	2.41	3.83	3.13	4.28	3.84	3.24	3.58	3.60	2.95	2.65	2.39	2.91	0.00	1.90	2.24	3.12	5.42	1.96	1.89	4.32
2.48	4.13	3.61	5.92	4.29	4.62	4.44	5.87	4.38	4.75	4.84	4.21	5.17	4.91	5.62	5.46	3.65	2.03	2.05	3.23	1.51	2.16	1.01	3.41	0.00	1.67	1.39	7.04	2.11	2.53	5.52
4.48	2.89	1.97	4.95	2.86	3.37	2.77	4.23	2.72	3.09	3.17	2.55	3.50	3.27	4.65	4.21	3.62	3.95	3.97	3.32	3.02	2.77	3.28	1.86	2.27	0.00	3.50	5.79	2.34	2.27	4.69
1.10	2.75	3.20	4.54	2.91	3.23	4.03	4.48	5.05	5.42	5.30	3.92	4.72	3.52	4.24	4.07	2.26	0.64	0.66	1.85	1.19	1.74	0.79	2.99	1.53	2.34	0.00	5.65	1.57	2.12	4.13
6.92	4.09	5.05	4.65	4.10	3.75	4.92	3.53	5.04	4.92	4.50	4.88	4.33	4.23	4.76	3.69	5.54	6.39	6.42	5.19	6.74	6.21	7.09	5.67	6.08	6.43	6.60	0.00	6.15	6.08	5.18
3.39	3.66	2.74	5.72	3.62	4.14	3.54	5.00	3.48	3.85	3.94	3.31	4.26	4.04	5.42	4.98	3.37	2.87	2.89	2.96	2.07	1.68	2.32	2.62	1.31	0.77	2.54	6.56	0.00	2.06	5.34
2.73	1.95	2.42	4.02	2.12	2.44	3.24	3.69	4.81	4.94	4.52	3.14	3.93	2.73	3.72	3.28	1.35	2.21	2.23	1.06	1.42	0.89	2.07	2.21	1.87	2.10	1.89	4.86	1.91	0.00	3.73
3.60	2.77	3.40	2.92	2.73	2.38	3.94	3.81	5.86	5.63	5.21	3.83	4.61	3.48	2.62	2.75	2.21	3.07	3.09	1.87	3.62	3.21	4.06	3.19	3.98	4.32	3.27	4.79	4.00	3.56	0.00
