0	-62.25275205	-38.72147515	0
95	-62.259526	-38.714135	1.17
94	-62.262226	-38.716259	1.44
90	-62.256662	-38.708859	1.53
78	-62.265023	-38.715765	1.63
73	-62.263068	-38.71397	1.2
69	-62.268725	-38.715147	1.3
62	-62.267416	-38.710375	1.25
56	-62.273993	-38.710475	1.22
55	-62.272834	-38.709655	1.32
41	-62.272938	-38.710552	1.24
40	-62.265171	-38.714754	1.56
37	-62.268465	-38.712142	1.65
31	-62.262925	-38.713119	1.16
163	-62.256243	-38.709194	1.65
15	-62.262204	-38.708368	1.34
146	-62.256555	-38.718216	1.08
142	-62.255739	-38.720655	1.22
141	-62.256605	-38.720017	1.43
137	-62.261219	-38.716454	1.17
135	-62.25574	-38.722696	1.13
134	-62.257818	-38.720977	1.23
127	-62.256653	-38.723516	1.09
125	-62.265686	-38.716418	1.07
124	-62.258229	-38.724709	1.54
120	-62.26555	-38.721952	1.51
114	-62.255368	-38.721568	1.26
11	-62.267245	-38.702126	1.22
109	-62.261154	-38.724674	1.27
103	-62.260975	-38.71886	1.2
101	-62.255364	-38.712434	1.23
