0	-62.25275205	-38.72147515	0
99	-62.258014	-38.714675	1.46
97	-62.256318	-38.71173	1.6
93	-62.26704	-38.720432	1.6
92	-62.267786	-38.71969	1.39
91	-62.25619	-38.708474	1.11
90	-62.256662	-38.708859	1.53
89	-62.257016	-38.71055	1.41
88	-62.258529	-38.71168	1.59
87	-62.259398	-38.712402	1.62
86	-62.259998	-38.712812	1.17
85	-62.262336	-38.714595	1.41
82	-62.267835	-38.719284	1.3
80	-62.260556	-38.712017	1.31
8	-62.26902	-38.706359	1.29
79	-62.262889	-38.714024	1.6
78	-62.265023	-38.715765	1.63
77	-62.267863	-38.717967	1.62
76	-62.26871	-38.718741	1.58
74	-62.265139	-38.715644	1.03
73	-62.263068	-38.71397	1.2
71	-62.2663	-38.714904	1.25
70	-62.261934	-38.711455	1.65
7	-62.26655	-38.708526	1.49
69	-62.268725	-38.715147	1.3
67	-62.265163	-38.712158	1.59
66	-62.269894	-38.714234	1.59
65	-62.266236	-38.711296	1.22
63	-62.2685	-38.711287	1.33
6	-62.268788	-38.707095	1.31
58	-62.270409	-38.70973	1.21
57	-62.274776	-38.711128	1.07
56	-62.273993	-38.710475	1.22
53	-62.267961	-38.716995	0.93
50	-62.27348	-38.712814	1.21
5	-62.274721	-38.709276	1.32
49	-62.27466	-38.711905	1.18
44	-62.269636	-38.71309	1.43
43	-62.270723	-38.712291	1.52
42	-62.271683	-38.711521	1.58
41	-62.272938	-38.710552	1.24
40	-62.265171	-38.714754	1.56
39	-62.266244	-38.713884	1.23
38	-62.267306	-38.71303	1.39
35	-62.270482	-38.710502	1.36
34	-62.264087	-38.713951	1.23
32	-62.271519	-38.708063	1.34
31	-62.262925	-38.713119	1.16
30	-62.265114	-38.711319	1.58
3	-62.271803	-38.705165	1.31
29	-62.265843	-38.710666	1.27
28	-62.267088	-38.709545	1.33
23	-62.264309	-38.709151	0.88
20	-62.268064	-38.704777	1.3
19	-62.261376	-38.711382	1.28
17	-62.267181	-38.710348	1.17
163	-62.256243	-38.709194	1.65
162	-62.256694	-38.709637	1.14
161	-62.255677	-38.716289	1.26
160	-62.25609	-38.715783	1.57
159	-62.256662	-38.715261	1.25
158	-62.257692	-38.714018	1.12
157	-62.258115	-38.713516	1.23
156	-62.258754	-38.712695	1.51
155	-62.259521	-38.711727	1.23
151	-62.258944	-38.715156	1.44
150	-62.259483	-38.714667	1.42
149	-62.260578	-38.714123	1.12
147	-62.255433	-38.719097	1.47
146	-62.256555	-38.718216	1.08
144	-62.258876	-38.716407	1.44
143	-62.260029	-38.715512	1.08
140	-62.257717	-38.719264	1.2
14	-62.266006	-38.716519	1.55
138	-62.259955	-38.717346	1.23
137	-62.261219	-38.716454	1.17
136	-62.263252	-38.714769	1.51
133	-62.259977	-38.719125	1.57
132	-62.261115	-38.718173	1.55
130	-62.263339	-38.716408	1.6
13	-62.270989	-38.711567	1
129	-62.264349	-38.715636	1.18
127	-62.256653	-38.723516	1.09
123	-62.263854	-38.720267	1.33
121	-62.263281	-38.723576	1.06
120	-62.26555	-38.721952	1.51
12	-62.269968	-38.7093	1.32
119	-62.267815	-38.720178	1.5
118	-62.255373	-38.72018	1.51
117	-62.255214	-38.728447	1.3
115	-62.257584	-38.726072	1.51
114	-62.255368	-38.721568	1.26
113	-62.256548	-38.722583	1.54
112	-62.25906	-38.724591	1.52
11	-62.267245	-38.702126	1.22
108	-62.25654	-38.719025	1.38
106	-62.255731	-38.714926	1.04
104	-62.259851	-38.71808	1.32
103	-62.260975	-38.71886	1.2
101	-62.255364	-38.712434	1.23
10	-62.265795	-38.703759	0.8
