0	-62.25275205	-38.72147515	0
10	-62.265795	-38.703759	0.8
61	-62.272036	-38.712521	0.96
13	-62.270989	-38.711567	1
125	-62.265686	-38.716418	1.07
153	-62.257729	-38.71601	1.07
139	-62.258837	-38.718226	1.08
143	-62.260029	-38.715512	1.08
126	-62.261062	-38.71992	1.1
91	-62.25619	-38.708474	1.11
122	-62.266006	-38.718718	1.11
158	-62.257692	-38.714018	1.12
110	-62.260134	-38.723752	1.14
86	-62.259998	-38.712812	1.17
54	-62.270409	-38.708307	1.2
73	-62.263068	-38.71397	1.2
148	-62.26065	-38.714207	1.21
33	-62.268375	-38.710558	1.23
39	-62.266244	-38.713884	1.23
138	-62.259955	-38.717346	1.23
157	-62.258115	-38.713516	1.23
62	-62.267416	-38.710375	1.25
102	-62.257434	-38.715282	1.25
159	-62.256662	-38.715261	1.25
114	-62.255368	-38.721568	1.26
161	-62.255677	-38.716289	1.26
29	-62.265843	-38.710666	1.27
109	-62.261154	-38.724674	1.27
8	-62.26902	-38.706359	1.29
69	-62.268725	-38.715147	1.3
82	-62.267835	-38.719284	1.3
5	-62.274721	-38.709276	1.32
104	-62.259851	-38.71808	1.32
26	-62.270103	-38.705501	1.33
15	-62.262204	-38.708368	1.34
92	-62.267786	-38.71969	1.39
72	-62.267628	-38.71603	1.41
85	-62.262336	-38.714595	1.41
89	-62.257016	-38.71055	1.41
150	-62.259483	-38.714667	1.42
94	-62.262226	-38.716259	1.44
99	-62.258014	-38.714675	1.46
119	-62.267815	-38.720178	1.5
90	-62.256662	-38.708859	1.53
107	-62.257669	-38.719898	1.53
46	-62.267364	-38.71494	1.55
76	-62.26871	-38.718741	1.58
66	-62.269894	-38.714234	1.59
88	-62.258529	-38.71168	1.59
152	-62.25833	-38.715542	1.59
79	-62.262889	-38.714024	1.6
