0.00	3.65	3.82	4.27	5.79	5.03	5.39	5.23	5.79	5.88	4.61	6.05	6.16	5.93	5.31	5.61	3.61	4.82	7.08	1.50	2.57	2.06	2.04	3.34	2.60	3.18	3.74	1.97	2.76	3.21	3.09
3.91	0.00	2.64	1.82	3.68	3.38	1.98	1.82	2.38	2.47	2.16	2.85	2.83	3.60	3.98	4.55	2.54	3.76	3.88	3.53	2.95	2.82	3.05	2.17	2.76	2.07	1.29	2.22	2.21	2.05	3.05
4.48	2.57	0.00	2.32	3.73	3.06	4.35	4.19	4.74	4.49	2.67	4.10	4.21	3.89	2.89	3.19	1.19	2.40	4.66	4.23	1.01	3.39	3.10	2.08	2.78	2.62	3.19	4.12	4.12	3.32	2.40
4.51	1.66	2.10	0.00	2.77	2.01	3.44	3.27	3.83	3.58	1.75	3.19	3.30	2.91	2.94	3.24	1.41	2.45	4.12	4.17	2.73	3.42	3.12	2.10	2.90	1.60	2.28	3.21	3.20	2.30	2.83
4.66	2.79	1.83	2.54	0.00	1.63	3.71	3.42	3.24	2.99	2.63	2.72	2.65	2.31	1.29	1.60	1.14	0.81	3.08	4.41	2.46	3.57	3.28	2.30	2.94	2.84	3.41	4.34	4.33	3.54	2.56
5.67	2.47	3.13	2.52	2.45	0.00	2.60	2.31	2.13	1.88	1.64	1.49	1.60	2.69	2.75	3.56	2.44	2.77	3.63	5.29	3.76	4.58	4.38	3.36	4.12	2.72	3.09	4.02	4.01	3.41	3.86
6.29	3.04	3.53	3.12	1.70	2.28	0.00	1.69	1.51	1.25	2.39	0.86	0.85	1.97	2.00	3.19	2.84	2.51	3.00	5.91	4.16	5.20	4.98	3.97	4.64	3.46	3.67	4.60	4.59	4.16	4.25
4.60	1.36	3.34	1.43	3.12	2.36	1.91	0.00	2.30	2.39	1.90	2.25	2.36	3.26	3.42	4.13	2.84	3.34	3.81	4.22	3.64	3.51	3.74	2.86	3.45	2.76	1.98	2.91	2.90	2.74	3.74
4.78	1.54	3.52	1.61	2.17	2.54	0.47	0.18	0.00	1.72	2.08	1.33	1.32	2.44	2.46	3.66	3.02	2.98	3.47	4.41	3.82	3.69	3.92	3.04	3.63	2.94	2.16	3.09	3.08	2.92	3.92
5.46	2.22	4.20	2.29	2.72	3.20	1.15	0.86	0.68	0.00	2.76	1.91	1.76	1.53	2.91	2.59	3.52	2.54	2.50	5.09	4.50	4.37	4.60	3.72	4.31	3.62	2.84	3.78	3.77	3.60	4.60
5.64	2.54	3.00	2.53	2.40	1.66	2.54	2.26	2.08	1.82	0.00	1.43	1.54	2.56	2.69	3.44	2.31	2.64	3.57	5.30	3.63	4.55	4.26	3.24	4.04	2.72	3.16	4.09	4.08	3.42	3.73
6.78	3.70	3.94	3.78	2.44	2.93	2.63	2.35	2.17	1.91	3.03	0.00	1.49	1.26	2.64	2.33	3.26	2.27	2.14	6.53	4.57	5.69	5.39	4.41	5.05	4.11	4.33	5.26	5.25	4.81	4.67
5.57	2.48	3.03	2.42	2.46	1.69	2.62	2.33	2.15	1.89	1.54	1.50	0.00	2.59	2.75	3.46	2.34	2.67	3.64	5.19	3.66	4.48	4.28	3.26	4.03	2.62	3.10	4.04	4.03	3.31	3.76
7.32	4.17	4.49	4.24	2.91	3.48	3.09	2.81	2.63	2.37	3.49	2.10	1.95	0.00	3.19	2.87	3.80	2.82	1.21	7.03	5.12	6.23	5.94	4.96	5.60	4.57	4.79	5.72	5.71	5.27	5.22
