0.00	3.43	3.49	4.12	3.39	3.68	5.12	4.64	5.41	4.61	5.93	4.95	2.00	3.96	3.08	5.43
3.72	0.00	3.47	5.42	4.69	3.94	5.20	2.61	3.38	3.38	4.98	5.03	2.68	2.73	1.86	4.84
4.70	3.85	0.00	2.12	1.44	1.73	3.17	3.72	4.50	3.14	4.36	3.01	3.68	2.93	4.42	3.87
4.31	3.21	1.51	0.00	2.40	1.09	2.53	3.07	3.85	2.49	3.72	2.36	3.29	2.29	3.78	3.23
4.69	3.84	2.29	0.74	0.00	1.87	3.31	3.85	4.63	3.27	4.50	3.14	3.67	3.07	4.56	4.00
4.31	2.12	2.08	3.66	2.93	0.00	2.73	1.98	2.76	1.40	2.76	2.56	3.28	1.20	2.69	2.27
5.92	3.84	3.09	4.72	3.98	2.74	0.00	2.19	1.65	2.00	1.40	2.21	4.90	2.91	4.21	0.90
3.89	2.32	2.30	4.26	3.52	2.77	4.03	0.00	2.52	2.14	4.12	3.87	2.85	1.40	2.02	3.99
4.42	2.86	2.84	4.80	4.06	2.66	3.17	0.54	0.00	1.72	3.08	3.30	3.39	1.94	2.56	2.59
5.64	3.48	3.01	4.64	3.90	2.55	2.62	1.90	1.36	0.00	2.56	2.78	4.62	2.56	3.92	2.07
7.32	5.32	4.50	6.13	5.39	4.14	3.11	3.52	2.98	3.49	0.00	2.80	6.30	4.40	5.54	2.68
4.87	3.81	2.04	3.67	2.93	1.69	1.48	3.48	3.12	2.84	2.04	0.00	3.85	2.88	4.38	1.54
2.40	1.61	1.50	3.46	2.72	1.98	3.23	3.28	4.06	2.70	3.93	3.07	0.00	2.28	3.12	3.44
3.12	0.92	2.47	4.43	3.69	2.95	4.21	2.91	3.60	2.24	4.81	4.04	2.08	0.00	2.49	4.31
4.48	2.91	2.89	4.85	4.11	3.37	4.23	1.55	2.32	2.61	3.93	4.46	3.44	1.99	0.00	3.79
6.17	5.10	3.34	4.97	4.23	2.99	1.95	3.98	3.44	3.79	0.50	1.80	5.15	4.18	5.67	0.00
